nombre,cantidad,precio,descripcion,id_categoria,id_proveedor,caducidad,imagen
Boones Pink Durazno 750ml,2.0,0.0,,20,8,,boones_pink_durazno_750ml.jpg
Sangrita Viuda de Sanchez 1L,1.0,0.0,,20,9,,sangrita_viuda_de_sanchez_1l.jpg
Madrilella Jarabe Natural Endulzante 1L ,1.0,0.0,,20,10,,madrilella_jarabe_natural_endulzante_1l.jpg
Madrilella Jarabe Granadina 1L ,1.0,0.0,,20,1,,madrilella_jarabe_granadina_1l.jpg
Alcohol Etilico 200 ml,5.0,0.0,,20,2,,alcohol_etilico_200_ml.jpg
Sedal Crema para peinar Ceramidas 135ml,2.0,0.0,,20,3,,sedal_crema_para_peinar_ceramidas_135ml.jpg
OFF! Family (Repelente Moscos Aerosol) 217 ml,1.0,0.0,,20,4,,off_family_repelente_moscos_aerosol_217_ml.jpg
Nescafe Clasico 42g,1.0,0.0,,6,5,,nescafe_clasico_42g.jpg
Pinol Original 500 ml,1.0,0.0,,20,6,,pinol_original_500_ml.jpg
McCormick Mayonesa 228 g,3.0,0.0,,20,7,,mccormick_mayonesa_228_g.jpg
Valentina Amarilla 350 ml,4.0,0.0,,20,8,,valentina_amarilla_350_ml.jpg
McCormick Mostaza 315 g,2.0,0.0,,20,9,,mccormick_mostaza_315_g.jpg
Chocokrispis 38g ,2.0,0.0,,20,10,,chocokrispis_38g.jpg
Servilletas Deslsey ,7.0,0.0,,20,1,,servilletas_deslsey.jpg
Froot Loops  Gummies 198g,2.0,0.0,,20,2,,froot_loops_gummies_198g.jpg
Palebola TamaRoca ,11.0,0.0,,20,3,,palebola_tamaroca.jpg
Sprite 2L,2.0,0.0,,20,4,,sprite_2l.jpg
Taxco Agua Mineral 2L,9.0,0.0,,2,5,,taxco_agua_mineral_2l.jpg
Mirinda 2L,3.0,0.0,,20,6,,mirinda_2l.jpg
Peñafiel Agua Mineral 2L,9.0,0.0,,2,7,,penafiel_agua_mineral_2l.jpg
Squirt 2L,2.0,0.0,,20,8,,squirt_2l.jpg
Vasos Desechables Unicel 10oz 25pz,6.0,0.0,,20,9,,vasos_desechables_unicel_10oz_25pz.jpg
Charola Desechable Grande 50pz,1.0,0.0,,20,10,,charola_desechable_grande_50pz.jpg
Papel Higienico 4pz,2.0,0.0,,20,1,,papel_higienico_4pz.jpg
Agua Natural 1L,42.0,0.0,,2,2,,agua_natural_1l.jpg
Dos Equis Lager Vidrio 350 ml ,24.0,0.0,,20,3,,dos_equis_lager_vidrio_350_ml.jpg
Churrumais Limon 36g ,2.0,0.0,,20,4,,churrumais_limon_36g.jpg
Sal La Fina 1kg,3.0,0.0,,20,5,,sal_la_fina_1kg.jpg
Electrolit Uva 625ml,6.0,0.0,,20,6,,electrolit_uva_625ml.jpg
Totopos Milpa Real 500g,2.0,0.0,,20,7,,totopos_milpa_real_500g.jpg
Aceite Nutrioli 946ml,2.0,0.0,,20,8,,aceite_nutrioli_946ml.jpg
Roles Bimbo Canela 180g,1.0,0.0,,20,9,,roles_bimbo_canela_180g.jpg
Roles Bimbo Canela Glaseada 205g,1.0,0.0,,20,10,,roles_bimbo_canela_glaseada_205g.jpg
"Clamato 2,54 L ",2.0,0.0,,20,1,,clamato_2_54_l.jpg
Yukai Pan Molido 1kg,1.0,0.0,,10,2,,yukai_pan_molido_1kg.jpg
Encendedores ,12.0,0.0,,20,3,,encendedores.jpg
Pedigree Cachorro Pollo 100g,4.0,0.0,,20,4,,pedigree_cachorro_pollo_100g.jpg
Pedigree Razas Pequeñas Res 420g,1.0,0.0,,20,5,,pedigree_razas_pequenas_res_420g.jpg
Chocolate KitKat 43g,6.0,0.0,,20,6,,chocolate_kitkat_43g.jpg
